Gene,n_guides,MERS-CoV T1015N,MERS-CoV,HKU5-SARS-CoV-1-S,VSV-SARS-CoV-2-S,SARS-CoV-2 Cas9-V2 Avg.
ADH6,4,-0.124038318,0.056772985,0.133978787,0.398228674,0.104613791
ADH7,4,0.320928852,0.982462632,2.29586973,1.943861857,0.357650632
ADHFE1,4,0.340984611,-1.195037516,0.35572237,-0.96174819,-0.225704539
ADI1,4,0.311717923,1.0254811,0.125179369,0.339215036,-0.369741446
ADIG,4,-0.438554136,-0.458502058,1.204118115,-0.24209639,-0.325549296
ADIPOQ,4,1.478389587,0.297206851,1.48234027,2.033143549,0.857609813
ADIPOR1,4,-1.347791567,-0.758540948,-0.122031137,0.128395983,0.783424984
ADIPOR2,4,-1.199294318,0.345235962,-0.29104389,-0.522578788,-0.348184047
ADIRF,4,2.089312888,1.243926605,0.656732786,-0.090757092,-0.144082539
ADK,4,-1.251090188,-0.399226431,0.256218396,-0.146007661,-0.60040541
ADM,4,2.881040234,2.527940164,1.156255259,0.713746906,0.66761432
ADM2,4,0.368299449,0.582098548,0.8278338,0.364504808,0.411662931
ADM5,4,4.177994531,3.36756797,1.521949737,1.707376984,0.682242382
ADNP,4,0.979445322,1.470519919,-0.626806761,-1.52774113,-1.642519978
ADNP2,4,1.675425972,1.441813414,-0.399730562,-0.313045156,0.262254052
ADO,4,1.540193989,1.773547624,1.404375592,1.14934152,0.511174932
ADORA1,4,0.017988783,0.993918054,0.181476316,-0.152103301,0.286191577
ADORA2A,4,-0.968758547,-1.348111974,-2.407254254,-0.818290638,-0.540781055
ADORA2B,4,-0.726054352,-0.062248368,-0.329191249,1.580155654,0.002846991
ADORA3,4,-0.027126687,-0.325638277,0.653633201,0.03896625,0.032865452
ADPGK,3,0.490215513,-0.969118332,0.601585859,-1.919579119,0.213397822
ADPRH,4,-0.341719527,0.144669521,-0.503441943,0.155106462,0.586232959
ADPRHL1,4,-3.157093324,-2.226121679,-0.644773487,-0.664124587,-0.146456389
ADPRM,4,1.505364331,2.042509384,0.038577407,0.324989818,-0.507507669
ADPRS,4,-0.481067223,-0.866012592,0.179854411,0.321629791,0.291905607
ADRA1A,4,0.06601457,0.059407147,1.045284558,1.632525652,0.847846353
ADRA1B,4,-0.452899089,-1.793676702,-0.488180204,-0.437237239,-0.729126337
ADRA1D,4,-0.749390183,-0.835985582,0.011893924,0.136056159,-0.143250245
ADRA2A,4,-1.088620564,-0.112017558,-0.071652821,0.867316262,0.555390254
ADRA2B,4,0.025161986,1.079100915,1.143721632,0.513051981,1.449427125
ADRA2C,4,0.179715592,-1.493509275,-1.755695599,-0.600800687,-0.390984321
ADRB1,4,-1.211805256,-1.104194478,-1.182341412,-0.816924494,0.611583946
ADRB2,4,-0.336275029,1.005873169,-0.148471457,1.060707865,-0.099114305
ADRB3,4,1.330902308,2.069840552,-0.399778091,0.242952857,0.457536602
ADRM1,4,-0.294090619,-1.575907719,0.424823,0.203882796,-0.540823559
ADSL,4,-0.167967846,-0.854293427,-0.850679577,-0.88148813,-2.398781934
ADSS1,4,0.352675831,1.423827546,-1.073119405,-1.35683461,-0.149744153
ADSS2,4,-0.187994298,-0.759352479,0.559193036,1.623837726,0.335599198
ADTRP,4,0.335890455,-0.275410876,0.393900532,0.334017119,0.500147972
AEBP1,4,0.880123072,0.622064159,1.480561662,2.133964884,0.120194855
AEBP2,4,-1.224657101,-0.59886352,-0.534440595,-0.076036893,1.126463293
AEN,4,0.878850994,-0.918281285,-0.225476739,-1.143798876,-0.004961184
AFAP1,4,0.721946359,0.890224515,-1.368158002,-1.410571846,0.685602761
AFAP1L1,4,0.375180969,1.486685252,1.762453324,3.154227247,0.276314374
AFDN,4,-0.670374674,-1.166334217,-1.039991315,-1.359087938,0.599727718
AFF1,4,1.089425876,0.285351352,1.306749645,2.293325489,0.468727716
AFF2,4,0.993492029,0.224147449,-0.902285184,-0.426845223,-0.156730699
AFF3,4,2.001117555,2.05074824,0.927833555,-0.191157254,-0.634864898
AFF4,4,1.342862359,1.609120655,1.450046304,0.606872304,-0.099697448
AFG1L,4,0.572579632,0.525258509,-0.716633261,0.934923603,0.195956908
AFG3L2,4,0.168824131,-0.094419788,-1.078276402,-0.376163821,-1.557095492
AFM,4,0.644380422,0.357871014,0.88618136,1.61053654,0.471023405
AFMID,4,0.428409035,1.161215377,-0.162430659,-1.167332246,-1.099760853
AFP,4,-0.614273381,-0.561674831,-2.196214533,-1.891290173,-0.590354704
AFTPH,4,-0.327948048,-0.420812569,-0.120260482,1.15347655,0.780487677
AGA,4,-0.667521586,-0.876546346,-0.354049299,0.961123682,0.936110947
AGAP1,3,0.488508258,-1.045043346,0.309458703,-0.511998542,-0.831645884
AGAP2,4,0.028468951,2.397704506,0.515765556,-0.737800208,-0.013917065
AGAP3,4,-0.300256968,0.522500716,1.09537052,0.420050675,-0.195623234
AGBL1,4,0.570595346,-0.061828935,0.829090058,-0.041277106,0.515428403
AGBL2,3,-0.203322575,-0.649274919,0.973305329,1.32779664,1.271640885
AGBL3,4,-0.265854791,-0.883904945,-0.785371673,0.195208697,0.031748147
AGBL4,4,-1.782097104,-2.489644759,-0.571615859,-1.330630973,0.329143877
AGBL5,4,0.287093331,-0.11487513,-0.751882166,-0.423546011,-0.085201967
AGER,4,-0.102648276,1.057530693,0.357485286,-1.838494752,-1.004875369
AGFG1,4,1.370564935,-0.077033875,0.646990982,-0.215848879,0.001828591
AGFG2,3,-0.977141267,-1.224729526,-0.810379355,-1.272645471,-0.79337085
AGGF1,4,-0.788874308,-0.288514688,1.271878215,2.049294924,0.570818436
AGK,4,-1.850918527,-1.383936114,0.12994482,-1.106233403,-0.985569609
AGL,4,-0.161854211,0.203740114,-0.174763533,-0.142009948,0.808335177
AGMAT,4,0.750781544,0.777176102,2.539574605,2.709911848,1.436592567
AGMO,4,0.043894292,-0.465873229,-1.007308003,-0.056342759,-0.41721371
AGO1,4,0.856232888,1.267323732,0.342377627,0.925730437,-0.221747672
AGO2,4,-1.240345521,-0.568529269,-0.05778684,-2.188878913,-0.772441911
AGO3,4,0.023880158,-0.6240272,-0.409351739,-0.939956629,-0.282840968
AGO4,4,-1.062124569,-0.3055659,0.317980981,0.352431845,-0.032116168
AGPAT1,4,1.278762951,-0.87145359,-0.878530825,-0.245714804,0.661754535
AGPAT2,4,-1.069826071,-0.028340635,0.266518926,-0.665230708,-0.085043884
AGPAT3,4,1.058498811,1.847937184,-2.251438094,-1.39541395,-0.854839692
AGPAT4,4,-1.089137087,-0.286739104,1.242153332,1.295448723,0.030230137
AGPAT5,4,-0.413403837,0.052126937,-0.953394817,-0.702496813,0.051911775
AGPS,4,-0.952516731,0.499767885,0.339955257,0.130211097,-0.614150491
AGR2,4,-0.821945546,-0.289512598,-0.780448676,-0.225302632,0.785904159
AGR3,4,1.919573171,2.273293344,2.264246124,2.064627679,0.777649083
AGRN,4,1.368720408,1.003700017,0.827228608,-0.219550428,-0.451293597
AGRP,4,-0.911190998,-0.392883996,0.850154729,0.405855096,0.442347157
AGT,4,1.038434553,-0.802411002,1.772906803,1.361855848,0.713285763
AGTPBP1,4,0.019035109,-0.389609146,-1.496501322,-0.685533917,0.345916305
AGTR1,3,-0.459901194,0.880979249,0.829465547,0.442557633,-0.515197034
AGTR2,4,1.648004188,0.897855262,1.916479072,1.107148428,1.108072777
AGTRAP,4,-2.227377829,-1.930315307,-0.239682949,-2.152295981,-0.140797846
AGXT,4,1.734262307,0.401547123,0.150897299,0.119823294,0.316881922
AGXT2,4,-1.186960012,-0.868363707,0.609607225,0.913470855,0.678181211
AHCTF1,4,0.274032989,0.580886071,0.651036417,0.785739155,-1.267793638
AHCY,4,2.19180937,2.498824326,0.603271777,0.411970935,1.147910236
AHCYL1,3,0.749574503,0.092831949,0.001765082,1.111570807,-0.582655597
AHCYL2,4,-0.735992078,0.420663662,1.1228823,0.62959092,0.430930647
AHDC1,4,2.110897985,1.255519297,0.185550361,0.645510995,0.678278129
AHI1,4,0.611791654,0.101864683,-0.567182999,0.019419353,0.462117443
AHNAK,4,1.022838204,-0.232156085,-0.668385842,-0.514575647,0.313095368
AHNAK2,4,-0.878530487,0.017394411,-0.672365047,-0.880624799,-0.68369531
AHR,4,1.703905706,1.905155686,1.699799261,1.331541014,1.316377732
AHRR,4,1.682558494,0.48851629,0.184293975,0.819962482,0.828230116
AHSA1,4,2.186306567,0.176151796,0.842604833,0.554469828,0.646293079
AHSA2P,4,1.370363722,-0.226872003,1.082025344,1.113464905,0.352770962
AHSG,4,1.226810868,-0.133711729,-0.187772558,0.83575047,0.144070919
AHSP,4,-0.467054184,-0.708533978,-0.940825257,0.561775143,0.499681764
AICDA,4,-0.859296648,-1.213471345,-0.49445416,-9.15E-04,-0.379549908
AIDA,4,-1.637298478,-1.332481565,-0.739062363,-0.511102816,0.455149671
AIF1L,4,-1.742255589,-2.006806254,-0.653899242,0.016941154,0.124351103
AIFM1,4,-0.147052373,-0.445471112,-1.589993952,-1.966235663,-0.403466841
AIFM2,4,1.346331707,0.839053198,0.705781421,0.243135657,0.685059658
AIFM3,4,2.980447954,2.868522459,0.72966116,0.226270021,-1.157285914
AIG1,4,0.073925644,1.416720081,-0.171814028,-0.21869845,-1.481250093
AIM2,4,0.582543124,-0.263265528,-0.027644788,-0.281860292,0.12016112
AIMP1,4,1.797320812,0.64077755,0.272461918,-0.163292512,0.624687893
AIMP2,4,0.461734574,-0.88351805,-0.689125721,-1.04022508,-1.259871928
AIP,4,2.613430532,1.961350746,1.197918569,0.686649602,1.647632847
AIPL1,4,-0.278761756,-0.640144196,-0.279173298,0.45501461,-0.067409436
AIRE,4,-0.083079279,1.055023059,-0.438378669,-0.667171575,-0.136657457
AJAP1,4,1.01667963,1.015568026,0.6881652,0.047440555,0.094912919
AJM1,4,-0.268318379,1.027934384,1.672592928,0.145368983,1.426099843
AJUBA,4,2.266829037,1.505810566,1.023667361,2.293056828,0.882119993
AK1,4,-1.935379629,-0.032307662,-0.019682828,0.507619044,1.265110079
AK2,4,1.748341418,1.781402224,2.689128005,1.173108451,0.070438759
AK3,4,-0.891099369,-0.021757715,0.890775254,0.411187996,-0.793029025
AK4,4,0.222048656,0.729724513,0.198218725,0.136787874,0.173538932
AK5,4,1.264227353,1.502076217,0.628042756,1.991208421,0.04628623
AK6,4,-0.069137499,0.49341086,0.28935601,-0.238498969,-1.483756666
AK7,4,1.218335292,0.799333917,0.952354428,2.268295199,-0.576536494
AK8,4,-0.494627279,-0.203233378,0.769482032,1.311311245,-0.107351381
AK9,4,-1.355495649,0.179893206,-0.971458597,-0.674467545,-0.232210817
AKAIN1,4,0.399806906,0.450221597,0.352865097,-0.067270634,-0.09659122
AKAP1,4,-1.529414406,-2.903148853,0.063785725,-0.624333653,-0.117756177
AKAP10,4,-0.15098775,0.154577834,-0.74697283,-0.115808841,0.173698524
AKAP11,4,-0.968468703,-0.576222988,-1.252444426,-0.299592476,-0.373256344
AKAP12,4,-0.044361572,-0.310131226,-0.484030263,-0.025241054,-0.249125845
AKAP13,4,0.00680409,-1.733498982,0.655714582,0.248510442,1.302462598
AKAP14,4,-1.432187224,-0.885457491,0.874782725,-0.685014047,0.234093923
AKAP17A,4,1.329908582,1.283836857,1.351014139,-0.090030652,2.017868936
AKAP2,4,0.748053042,0.864498102,1.386661446,-0.556069626,1.434057235
AKAP3,4,-1.223068171,-1.898599333,-1.184914694,-1.227158607,0.101735013
AKAP4,4,-0.949417318,-1.796293119,-0.628301903,0.67377744,-0.295757897
AKAP5,4,0.190523154,1.832167304,-2.183013865,-1.286178095,-0.897064993
AKAP6,4,-2.404717385,-0.533225674,-0.014230565,-0.8795322,-0.836451332
AKAP7,4,-1.191911903,-0.417574362,0.875019494,0.077778948,-0.177623593
AKAP8,4,1.302825804,1.062761104,2.292901172,2.272317597,0.557946242
AKAP8L,4,-0.28774451,-1.458317078,-1.183375028,-2.227754486,-0.131036656
AKAP9,4,-1.907035326,-1.074926907,0.302827645,-0.383012464,-1.313129803
AKIP1,4,0.05780939,0.771034835,0.269311238,0.986913443,0.668063064
AKIRIN1,4,0.559579678,0.427564973,-0.550859606,0.272395851,-0.526356078
AKNA,4,1.527109153,-0.442081643,0.905634902,0.351691908,0.906759324
AKNAD1,4,-2.024502552,-1.084489596,-0.808856755,-0.61582448,-2.005149628
AKR1A1,4,-0.441783885,-0.768535225,0.744458543,-1.870732459,-0.786654191
AKR1B1,4,0.46201176,0.135857212,-0.500086536,-0.303392194,-0.09055854
AKR1D1,4,-1.573442114,-0.014349771,-0.716109587,0.023207674,0.108402502
AKR1E2,4,-1.161457635,-0.406877163,-0.999600025,-0.85301542,0.152440849
AKR7A2,4,-0.585367469,-0.175186686,-1.146813103,-0.584884117,0.752514663
AKT1,4,-0.345750732,-0.764011722,-0.396348913,1.020842418,0.478895322
AKT1S1,4,1.325725747,-0.084024487,-0.695747396,-0.212404536,-1.558604914
AKT2,4,0.81809807,1.407465828,1.044479018,-0.018321454,0.385027528
AKT3,4,-1.887746993,-2.042591297,-1.508590906,-2.830726703,-1.026622495
AKTIP,4,1.975733143,1.402174089,0.798077632,1.523538747,0.473490547
ALAD,4,0.248018389,1.290826423,-0.738576245,-0.941528442,-0.662415106
ALAS1,4,0.943735391,0.489805765,1.154434242,2.0444612,0.244351562
ALAS2,4,-1.80627744,-1.825527548,-0.48690582,-0.874973268,0.697888465
ALB,4,0.179374525,0.519365671,0.076141915,-0.008595169,0.623384244
ALCAM,4,1.169092289,1.655516671,0.186159613,0.889579943,1.385032366
ALDH16A1,4,-0.663488208,0.123861826,-0.290139752,0.024552722,-0.254709643
ALDH18A1,4,-1.320394832,-0.664592048,1.518935151,0.952884145,0.162291103
ALDH1A1,4,-0.943848874,0.287465097,1.354455185,0.42819032,0.558464363
ALDH1A2,4,0.916307761,0.633515757,1.619490868,2.263058574,0.021244702
ALDH1A3,4,-1.144524408,-0.219110653,-0.341443424,-0.791657788,0.802696353
ALDH1B1,4,-2.131326451,-2.255587784,-0.335434032,-0.640130622,-0.302659169
ALDH1L1,4,0.317372164,-0.550808639,0.674844449,-0.632851656,-0.436865272
ALDH1L2,4,0.662978408,-0.04986566,0.733619883,-1.013390905,-0.437588104
ALDH2,4,0.524993887,-1.310176591,-0.626873612,-2.047123146,-0.342706333
ALDH3A1,4,-1.2063363,-0.435335357,1.807704206,0.683536045,1.21509576
ALDH3A2,3,-0.256598816,0.417982671,-0.060332126,-0.027866761,-0.073741274
ALDH3B1,4,0.335054844,-0.202308733,-0.564844923,-1.014226635,0.580952517
ALDH3B2,4,0.237027002,0.493079691,-1.333078612,-1.058310025,-0.121219941
ALDH4A1,4,-0.489520611,-0.801416985,-0.68174624,-0.118612765,-0.235219905
ALDH5A1,4,0.934664427,0.676458039,-0.754340446,-0.33491959,0.393439964
ALDH6A1,4,1.377387193,0.336559937,1.299303874,1.667782761,-1.034309404
ALDH7A1,4,-0.128208736,0.709212074,-0.944043912,-1.603622392,-0.155788862
ALDH8A1,4,-1.52689196,-1.304358832,-0.373940136,-0.583063953,0.268710639
ALDH9A1,4,-0.142411304,0.540766173,0.199947545,0.671914894,-0.142966251
ALDOA,4,0.43981627,0.328310381,1.585376566,2.090628781,1.502978218
ALDOB,4,0.344660867,0.568628052,-0.872713731,-0.726794319,0.664240784
ALDOC,4,-0.285152612,-0.493333744,0.829787055,-1.015932946,-0.133160835
ALG1,4,-0.523733429,0.625779065,-0.162689857,-0.376285494,-1.682475044
ALG11,4,-0.822697335,0.303418965,-0.348111096,0.421980862,-0.899434027
ALG12,4,-0.016336508,-0.883440894,0.173780597,0.24126572,-0.017890504
ALG13,4,-1.01710943,-0.770356871,-1.159649933,-1.629927621,-0.994351315
ALG14,4,-0.986793307,-1.011416766,-0.715563113,-1.563121396,-1.103066949
ALG2,4,0.3848682,0.099134526,-0.306761095,-0.350977311,-1.097293944
ALG3,4,1.089703535,-0.889459452,-0.653266332,-2.053762704,-0.909262571
ALG5,4,4.649794339,3.136941861,1.163047173,0.72170587,0.436551656
ALG6,3,4.550668669,3.329154643,3.229060849,1.334359176,0.528953026
ALG8,4,2.115135306,1.551411686,-0.05076032,0.022219498,-0.470083673
ALG9,4,0.2114905,1.623550502,0.009301003,0.560685452,-0.719201307
ALK,4,-0.590617993,-0.848125867,-0.693576493,0.061872358,-0.280004117
ALKAL1,4,-0.450894307,-0.606323091,0.36704879,0.197371593,-0.144393102
ALKAL2,4,1.638634544,0.730964939,-1.200381099,-0.954599631,-0.090148025
ALKBH1,4,-0.844174283,-0.194965531,-0.088691663,-1.381355338,-0.066931269
ALKBH2,4,0.61003769,1.606807334,1.841645791,1.461523229,1.213899517
ALKBH3,4,-0.548326502,-1.65247029,-0.687002751,-0.50680522,1.092736367
ALKBH4,4,0.835334619,2.28080586,0.875251419,0.667967505,0.079177658
ALKBH5,4,1.51995599,0.661084824,0.834065709,1.357716885,0.58992721
ALKBH6,4,-0.718089507,-1.087354891,-0.661863633,-1.905334084,-0.07716447
ALKBH7,4,0.045347495,-0.856882858,-1.533692809,-0.986461849,0.644793933
ALKBH8,4,-0.393996969,-0.007205489,1.546688497,1.512596664,0.443449439
ALLC,4,-1.731229319,-2.271992033,-1.064687518,-0.546653084,-0.473615136
ALMS1,4,-0.596257647,-0.502628868,-0.199194051,-0.062538627,-0.479190454
ALOX12,4,-0.764948908,-0.08251179,-0.349654411,0.117892562,-0.169040606
ALOX12B,4,-0.07970309,1.621408088,1.699016086,0.618303437,0.469930746
ALOX15,4,0.176856859,0.656802181,-0.398042962,0.703871332,0.337801714
ALOX15B,4,-0.690928375,0.207137527,0.99736818,0.363967337,-0.895578745
ALOX5,4,0.481769349,-0.196317357,-0.317779724,0.691040927,0.291936926
ALOX5AP,4,-1.589179505,-1.620975954,1.094048362,0.709128519,0.884760702
ALOXE3,4,1.100560802,0.745909683,-0.55990394,0.046367022,-0.032877114
ALPI,4,1.008533641,1.727406853,-1.349357654,-0.76289861,0.122671671
ALPK1,4,1.362815776,0.690769092,0.477835837,1.182921937,0.524805034
ALPK2,4,0.442477118,0.815677261,0.543372491,1.173360202,0.640329532
ALPK3,3,-0.914578678,-1.385338997,-0.069639684,-0.269061069,-0.027264906
ALPL,4,0.871308536,1.706923813,1.026698491,1.880506872,0.465560092
ALPP,4,1.188637967,2.096056794,1.919517985,0.814313009,0.844206607
ALS2,4,-1.542585073,-1.497212628,-0.676701121,0.10127383,-0.633270129
ALS2CL,4,-1.214868915,0.109506076,-0.988787902,-2.019232329,-0.283379514
ALX1,4,0.222597973,0.0507684,0.959407729,0.826499251,0.268309844
ALX3,4,-0.063893544,-0.99460504,2.409532411,1.797098213,0.584123032
ALX4,4,0.159303716,-0.938220077,1.351734169,-0.393181909,0.519497978
ALYREF,4,-0.352732196,-3.65E-04,0.58285652,-0.070673649,0.378492403
AMACR,4,-0.385769208,-0.773089677,-0.189866039,-0.581758111,-0.471578963
AMBN,4,1.618641275,1.760637071,0.572596686,0.575225508,-0.593824485
AMBP,4,-0.940657858,-0.576451097,-0.616192973,-0.624347575,-0.31419084
AMBRA1,4,2.566962853,3.368636552,2.085407994,0.578322338,1.946889354
AMD1,4,-0.404212087,0.470129902,-0.940584936,-0.729433296,-0.771808567
AMDHD1,4,0.951982453,-0.21436028,-0.007926228,-1.400364265,-0.976991813
AMDHD2,4,1.055426182,-0.010547223,0.754514189,0.862927947,-0.061717916
AMER1,4,2.873936984,2.367933824,0.450781979,0.552539917,0.313021774
AMER2,4,1.007201723,0.235627508,0.673466918,-1.381437354,-0.229724306
AMER3,4,1.113776825,0.763159427,0.425687054,0.504950299,0.22881716
AMFR,4,-0.816241622,-0.667216711,0.039907901,0.395539375,1.023941237
AMH,4,-0.710841249,0.732205772,-0.2373183,0.538437044,-0.880134003
AMHR2,4,-0.218052347,0.043283166,0.978679633,0.937600333,0.766771662
AMIGO1,4,-0.694919427,0.022510722,-1.639559392,-1.613082009,0.460803507
AMIGO2,4,-0.083738987,0.104923448,1.408348256,1.209352293,0.215993362
AMIGO3,4,-1.482467172,-0.614098456,0.545313285,0.511998736,-0.146776727
AMMECR1,4,0.798122586,1.619609731,-0.829405763,-1.169651117,1.562078533
AMMECR1L,4,1.374594822,1.819809617,2.362040716,2.965973535,0.774420076
AMN,4,-0.019816166,-0.923240239,-1.049153724,1.076748296,0.283234723
AMN1,4,-1.603419816,0.126051464,-0.897608453,-2.594735753,-0.391611897
AMOT,4,-0.558010529,-1.14790657,0.219520196,1.179899291,2.036289504
AMOTL1,4,1.052619672,0.851062164,1.003279784,-0.282623358,-0.474798369
AMOTL2,4,1.84892422,1.390277228,1.553425187,2.187228463,1.023416702
AMPD1,4,-0.271007671,0.431120995,0.396924474,-0.268953211,0.73573605
AMPD2,4,0.706167421,-0.892216979,0.534153067,0.7791386,0.072222592
AMPD3,4,-1.904313199,-0.692680955,-0.401799682,-2.612983191,-1.107825444
AMT,4,1.991551719,0.716032475,2.747619875,1.435943013,1.188860107
AMTN,4,-0.607403075,-1.388556001,-1.133283294,0.080628675,0.386500865
AMZ1,4,-0.410329323,1.195234522,0.446385414,2.099750194,-0.455623458
AMZ2,6,-1.244241392,0.095697895,-1.827571172,-1.913172506,-1.742211663
ANAPC1,4,0.022704481,-0.237413876,-0.056621493,-0.538812381,-0.235179206
ANAPC10,4,-0.284382819,-0.062302702,-0.379292563,-0.127203873,-2.58316203
ANAPC11,4,-0.941286228,-0.999124038,0.757463497,-0.1865725,0.300005761
ANAPC13,4,-0.070086706,-1.204040407,-1.272165446,-0.648901485,-1.093597182
ANAPC15,4,-1.81676918,-1.083070187,-1.142212477,0.104336146,-0.314009475
ANAPC16,4,-0.225411648,0.79478867,0.69413632,1.713381792,-0.025577421
ANAPC2,4,-0.492067964,0.124579886,0.062953494,0.768730452,0.194184873
ANAPC4,4,-0.524166327,-0.727977832,-0.830860937,-0.824142293,-0.467389909
ANAPC5,4,-0.517599126,-0.115176884,-0.342421497,-0.029821287,-1.055163452
ANAPC7,4,-1.542721784,-2.154121367,-0.574313224,-0.530464229,0.464472439
ANG,4,-1.181748544,-0.089793281,0.67441597,0.009814423,-0.261789775
ANGEL1,4,-2.277401232,-2.061438637,-1.176583854,-1.865632429,-0.262320098
ANGEL2,3,-0.248684647,-1.281239976,-0.850498237,0.529614287,0.533428742
ANGPT1,4,0.257062599,0.852645109,-1.093905837,-1.55046093,-0.631926956
ANGPT2,4,0.724357435,-0.494071985,0.261298911,-0.295526305,0.393695476
ANGPT4,4,-0.101081715,-0.066226848,0.255878664,0.97541331,0.113329514
ANGPTL1,4,0.197960018,-1.193245045,-1.114068619,-0.188988509,-0.789612498
ANGPTL2,4,-1.451110385,0.244091447,-2.175933279,-1.231747901,0.701713769
ANGPTL3,3,0.089419987,-1.27872087,-1.291786428,-0.960673821,0.263454697
ANGPTL4,4,0.669026015,0.280868313,0.06923635,0.542540939,0.543458808
ANGPTL5,4,1.217980819,1.193892761,0.198367239,0.300461231,0.534018476
ANGPTL6,4,-1.026754042,-1.630793791,-1.277726466,-0.13711335,0.92679505
ANGPTL7,4,0.975417634,1.201357786,-0.103946005,0.317636737,-0.652902845
ANGPTL8,4,-0.928363687,1.4063987,0.638863466,-0.268044842,0.571299976
ANHX,4,0.047105752,0.165545976,-0.435238714,0.006589733,-0.71029039
ANK1,4,-0.035050511,0.106060273,-1.270411893,-1.653192356,0.609082875
ANK2,4,1.00559813,1.131363682,0.531028643,-0.619535606,0.610627269
ANK3,4,-1.774275299,-1.642276935,0.089593458,-0.286878315,-0.801306327
ANKAR,4,-0.419649365,1.465575032,1.002024804,-1.097513698,-0.02699796
ANKDD1A,4,0.399595697,1.202908903,0.435281739,-1.123397975,-0.841816682
ANKDD1B,4,0.460473879,1.858506404,0.097270944,-0.617176394,-0.003245882
ANKEF1,4,1.756608709,1.366425442,0.270289758,0.947389252,-0.256242834
ANKFY1,4,-1.059049719,-1.2119152,0.356675176,1.66827598,0.347437723
ANKH,4,-1.284773627,-0.535459178,-0.765294936,-0.28261701,0.011792228
ANKIB1,4,-2.106545184,-0.297788151,-0.073866707,1.108969879,0.489557258
ANKK1,4,0.046299407,0.13776568,-1.603104084,0.166406074,-0.341042279
ANKLE1,4,-0.463344459,-0.060676737,-0.120492901,-1.820970918,-0.109984744
ANKMY1,4,0.659496518,1.691614048,1.431250947,0.900622656,0.347791468
ANKMY2,4,0.241986517,-0.306538933,-0.196703507,-1.365531964,-0.54655151
ANKRA2,4,-0.580056485,0.345965067,-0.903282951,-1.432022171,-0.814267101
ANKRD1,4,-0.354392199,-0.680450096,-0.08518556,-0.017740231,0.758303972
ANKRD10,4,-0.82878959,1.515895239,0.77213471,0.539561056,-0.173777
